file,method,line,statements,flow_blocks,classification
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/AuthInputAssembler.java,action,104,9,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/ChatInputAssembler.java,toCommand,39,16,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/ChatInputAssembler.java,conversation,82,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/ChatInputAssembler.java,message,99,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/ChatInputAssembler.java,run,117,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/ChatInputAssembler.java,toResponse,136,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/KnowledgeInputAssembler.java,toCommand,38,8,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/KnowledgeInputAssembler.java,upload,71,6,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/KnowledgeInputAssembler.java,document,100,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/KnowledgeInputAssembler.java,toResponse,118,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/SyncInputAssembler.java,toCommand,28,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/SyncInputAssembler.java,event,39,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/assembler/SyncInputAssembler.java,toResponse,56,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/input/AuthController.java,<init>,36,3,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/input/AuthController.java,authenticate,55,11,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/input/ChatController.java,<init>,32,2,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/input/ChatController.java,manage,46,8,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/input/KnowledgeController.java,<init>,34,2,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/input/KnowledgeController.java,upload,49,8,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/input/KnowledgeController.java,manage,78,8,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/input/SyncController.java,<init>,28,2,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/input/SyncController.java,synchronize,41,8,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/stream/SyncStreamController.java,<init>,68,4,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/stream/SyncStreamController.java,subscribe,87,18,2,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/stream/SyncStreamController.java,poll,136,11,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/stream/SyncStreamController.java,emit,154,20,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/stream/SyncStreamController.java,closeSender,190,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/stream/SyncStreamController.java,<init>,255,5,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/stream/SyncStreamController.java,failedSubscription,264,8,2,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/AuthCookies.java,<init>,32,3,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/AuthCookies.java,device,49,10,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/AuthCookies.java,sign,83,4,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/AuthCookies.java,cookie,103,2,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/AuthCookies.java,writeSession,127,4,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpErrors.java,business,42,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpErrors.java,invalid,55,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpErrors.java,conflict,73,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpErrors.java,unexpected,85,2,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpIdentity.java,<init>,17,0,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpIdentity.java,user,27,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpIdentity.java,session,38,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpIdentity.java,access,49,2,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpIdentity.java,cookie,64,6,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpProtocol.java,<init>,77,0,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpProtocol.java,cursor,87,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpProtocol.java,pageSize,98,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpResults.java,<init>,23,0,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpResults.java,capture,34,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpResults.java,failure,51,7,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpResults.java,required,74,3,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/HttpResults.java,classification,83,4,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/JsonBodyLimit.java,supports,33,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/JsonBodyLimit.java,getBody,73,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/JsonBodyLimit.java,getHeaders,83,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/JsonBodyLimit.java,beforeBodyRead,51,6,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/SessionFilter.java,<init>,43,4,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/support/SessionFilter.java,doFilterInternal,62,30,2,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/VectorOutAdaptorImpl.java,<init>,49,2,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/VectorOutAdaptorImpl.java,index,62,20,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/VectorOutAdaptorImpl.java,initializedClient,104,3,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/VectorOutAdaptorImpl.java,client,112,8,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/VectorOutAdaptorImpl.java,closeClient,133,2,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/VectorOutAdaptorImpl.java,initialize,141,18,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/converter/VectorOutputConverter.java,id,68,3,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/converter/VectorOutputConverter.java,owner,84,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/converter/VectorOutputConverter.java,search,96,4,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/converter/VectorOutputConverter.java,delete,125,6,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/converter/VectorOutputConverter.java,upsert,147,6,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/converter/VectorOutputConverter.java,row,168,19,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/converter/VectorOutputConverter.java,searchResult,209,4,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/converter/VectorOutputConverter.java,hit,226,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/knowledge/output/converter/VectorOutputConverter.java,completed,241,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/mail/output/MailOutAdaptorImpl.java,<init>,28,2,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/mail/output/MailOutAdaptorImpl.java,deliver,40,28,2,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/mail/output/converter/MailOutputConverter.java,accepted,21,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/model/output/ModelOutAdaptorImpl.java,<init>,43,3,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/model/output/ModelOutAdaptorImpl.java,generate,59,30,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/model/output/ModelOutAdaptorImpl.java,embed,132,5,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/model/output/converter/ModelOutputConverter.java,messages,52,12,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/model/output/converter/ModelOutputConverter.java,chat,76,2,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/model/output/converter/ModelOutputConverter.java,segments,96,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/model/output/converter/ModelOutputConverter.java,embedding,107,3,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/model/output/converter/ModelOutputConverter.java,vector,128,10,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/model/output/model/ModelStreamHandler.java,<init>,57,3,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/model/output/model/ModelStreamHandler.java,onPartialResponse,73,9,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/model/output/model/ModelStreamHandler.java,onCompleteResponse,96,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/model/output/model/ModelStreamHandler.java,onError,106,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/security/output/SecurityOutAdaptorImpl.java,<init>,43,3,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/security/output/SecurityOutAdaptorImpl.java,process,59,15,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/security/output/SecurityOutAdaptorImpl.java,encoder,116,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/security/output/SecurityOutAdaptorImpl.java,key,120,7,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/security/output/SecurityOutAdaptorImpl.java,hmac,137,3,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/security/output/SecurityOutAdaptorImpl.java,encrypt,146,7,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/security/output/SecurityOutAdaptorImpl.java,decrypt,171,5,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/security/output/SecurityOutAdaptorImpl.java,limit,186,7,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/security/output/converter/SecurityOutputConverter.java,value,22,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/security/output/converter/SecurityOutputConverter.java,verification,33,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/TravelOutAdaptorImpl.java,<init>,34,2,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/TravelOutAdaptorImpl.java,consult,47,24,2,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/TravelOutAdaptorImpl.java,valid,95,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/TravelOutAdaptorImpl.java,geo,99,5,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/TravelOutAdaptorImpl.java,get,112,12,2,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/converter/TravelOutputConverter.java,notConfigured,29,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/converter/TravelOutputConverter.java,exceeded,39,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/converter/TravelOutputConverter.java,unavailable,49,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/converter/TravelOutputConverter.java,available,60,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/converter/TravelOutputConverter.java,geocode,72,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/converter/TravelOutputConverter.java,weather,84,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/converter/TravelOutputConverter.java,driving,97,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/converter/TravelOutputConverter.java,weatherFacts,116,1,0,single_operation_or_constructor_review
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/converter/TravelOutputConverter.java,drivingFacts,127,2,1,flow_checked
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/travel/output/converter/TravelOutputConverter.java,request,146,3,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/assembler/AuthApplicationAssembler.java,challenge,24,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/auth/assembler/AuthApplicationAssembler.java,account,35,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/auth/assembler/AuthApplicationAssembler.java,checked,47,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/auth/assembler/AuthApplicationAssembler.java,session,62,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/auth/command/AuthCommand.java,toString,40,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/auth/service/AuthApplication.java,<init>,21,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/auth/service/AuthApplication.java,authenticate,32,5,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,<init>,63,7,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,perform,87,10,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,secure,101,4,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,email,112,3,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,limit,121,3,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,account,130,2,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,proof,139,17,2,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,consume,199,4,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,hashPassword,211,3,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,challenge,220,21,2,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,register,297,11,2,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,login,330,40,2,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,session,438,6,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,valid,459,6,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,check,478,2,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,refresh,485,35,3,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,logout,594,8,2,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,reset,623,18,2,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/auth/workflow/AuthFlow.java,now,675,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/assembler/ChatApplicationAssembler.java,conversation,33,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/assembler/ChatApplicationAssembler.java,message,50,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/assembler/ChatApplicationAssembler.java,run,69,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/assembler/ChatApplicationAssembler.java,bootstrap,87,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/assembler/ChatApplicationAssembler.java,tabs,100,3,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/assembler/ChatApplicationAssembler.java,changed,124,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/assembler/ChatApplicationAssembler.java,history,147,3,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/assembler/ChatApplicationAssembler.java,accepted,178,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/assembler/ChatApplicationAssembler.java,runSnapshot,204,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/assembler/ChatApplicationAssembler.java,completed,226,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/assembler/ChatApplicationAssembler.java,context,240,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/assembler/ChatApplicationAssembler.java,commandForRun,262,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/service/ChatApplication.java,<init>,21,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/service/ChatApplication.java,manage,32,5,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,<init>,54,7,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,perform,78,17,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,owned,109,4,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,run,125,7,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,version,147,2,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,active,154,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,bootstrap,161,5,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,list,178,5,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,create,195,7,2,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,rename,222,8,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,history,249,8,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,submit,280,32,2,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,readRun,410,4,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,cancel,419,9,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,retry,448,16,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,erase,503,24,2,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,context,572,4,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/chat/workflow/ChatFlow.java,now,586,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/exception/ApplicationErrorCode.java,<init>,106,2,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/exception/ApplicationErrorCode.java,code,117,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/exception/ApplicationErrorCode.java,message,127,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/exception/ApplicationErrorCode.java,status,137,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/exception/ApplicationException.java,<init>,18,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/file/assembler/FileCommandAssembler.java,save,23,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/file/assembler/FileCommandAssembler.java,delete,34,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/file/assembler/FileCommandAssembler.java,scan,45,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/BackgroundJobs.java,<init>,83,12,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/BackgroundJobs.java,dispatch,115,22,2,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/BackgroundJobs.java,deliver,174,17,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/BackgroundJobs.java,email,196,16,2,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/BackgroundJobs.java,complete,240,7,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/BackgroundJobs.java,recovery,281,5,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/BackgroundJobs.java,reconcile,302,5,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/BackgroundJobs.java,shutdown,319,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/BackgroundJobs.java,now,324,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/RetentionJobs.java,<init>,33,4,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/RetentionJobs.java,expire,49,8,1,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/RetentionJobs.java,expireCredentials,75,16,3,flow_checked
hello-travel-application/src/main/java/com/hellotravel/application/jobs/workflow/RetentionJobs.java,now,139,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/knowledge/assembler/KnowledgeApplicationAssembler.java,document,36,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/knowledge/assembler/KnowledgeApplicationAssembler.java,single,64,1,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/knowledge/assembler/KnowledgeApplicationAssembler.java,page,77,2,0,single_operation_or_constructor_review
hello-travel-application/src/main/java/com/hellotravel/application/knowledge/assembler/KnowledgeApplicationAssembler.java,received,93,2,1,flow_checked
